Value,Cohort,Universe,HHType,Population,SystemPath,ProjectID,ReportRow,ReportID
1156,1,-1,0,95,-1,,9,93
1042,1,-1,1,96,-1,,9,93
1838,1,-1,3,22,-1,,9,93
1253,1,-1,2,93,-1,,9,93
1073,1,-1,1,17,-1,,9,93
1118,1,-1,0,3,1,,9,93
1253,1,-1,2,88,-1,,9,93
1162,1,-1,0,3,5,,9,93
1130,1,-1,1,3,12,,9,93
854,1,-1,0,12,-1,,9,93
1184,1,-1,0,20,-1,,9,93
1150,1,-1,1,0,7,,9,93
945,1,-1,99,0,-1,,9,93
1072,1,-1,1,19,-1,,9,93
1090,1,-1,1,1,-1,,9,93
1100,1,-1,1,45,-1,,9,93
1143,1,-1,1,18,-1,,9,93
1127,1,-1,1,23,-1,,9,93
1168,1,-1,1,15,-1,,9,93
1047,1,-1,1,76,-1,,9,93
940,1,-1,2,0,5,,9,93
1195,1,-1,0,86,-1,,9,93
900,1,-1,1,0,-1,,11,93
900,1,-1,0,0,-1,,11,93
900,1,-1,1,4,-1,,11,93
1147,1,-1,1,4,-1,,13,93
28,1,-1,1,1,-1,,14,93
37,1,-1,1,3,-1,,14,93
1136,1,-1,1,0,-1,,13,93
1136,1,-1,0,0,-1,,13,93
1135,1,-1,0,3,-1,,13,93
1013,1,-1,1,2,-1,,13,93
37,1,-1,0,3,-1,,14,93
21,1,-1,2,0,-1,,14,93
33,1,-1,1,0,-1,,14,93
26,1,-1,99,0,-1,,14,93
24,1,-1,2,3,-1,,14,93
26,1,-1,1,2,-1,,14,93
30,1,-1,0,0,-1,,14,93
1135,1,-1,1,3,-1,,13,93
25,1,-1,1,4,-1,,14,93
1142,1,-1,1,1,-1,,13,93
1055,1,-1,1,0,-1,,16,93
895,1,-1,2,0,-1,,16,93
973,1,-1,99,0,-1,,16,93
1018,1,-1,0,0,-1,,16,93
1017,1,-1,1,1,-1,,16,93
1222,1,-1,1,2,-1,,16,93
1064,1,-1,1,3,-1,,16,93
1241,1,-1,2,3,-1,,16,93
1067,1,-1,0,3,-1,,16,93
1037,1,-1,1,4,-1,,16,93
17,1,10,1,0,-1,47154162,53,93
1,1,10,99,0,-1,47154162,53,93
18,1,10,0,0,-1,47154162,53,93
12,1,10,2,0,-1,61bdabec,53,93
17,1,10,99,0,-1,61bdabec,53,93
29,1,10,0,0,-1,61bdabec,53,93
1,1,10,1,0,-1,cab04cc2,53,93
38,1,10,2,0,-1,cab04cc2,53,93
144,1,10,99,0,-1,cab04cc2,53,93
183,1,10,0,0,-1,cab04cc2,53,93
9,1,10,1,0,-1,d233090c,53,93
2,1,10,2,0,-1,d233090c,53,93
11,1,10,0,0,-1,d233090c,53,93
90,1,10,1,0,-1,ebd57f64,53,93
4,1,10,2,0,-1,ebd57f64,53,93
93,1,10,0,0,-1,ebd57f64,53,93
13,1,10,1,0,-1,ff25088b,53,93
1,1,10,3,0,-1,ff25088b,53,93
3,1,10,99,0,-1,ff25088b,53,93
17,1,10,0,0,-1,ff25088b,53,93
1,1,10,1,1,-1,47154162,53,93
4,1,10,1,1,-1,ebd57f64,53,93
2,1,10,1,1,-1,ff25088b,53,93
2,1,10,1,2,-1,ebd57f64,53,93
12,1,10,1,3,-1,47154162,53,93
12,1,10,0,3,-1,47154162,53,93
2,1,10,1,3,-1,d233090c,53,93
2,1,10,0,3,-1,d233090c,53,93
58,1,10,1,3,-1,ebd57f64,53,93
4,1,10,2,3,-1,ebd57f64,53,93
61,1,10,0,3,-1,ebd57f64,53,93
1,1,10,1,3,-1,ff25088b,53,93
1,1,10,0,3,-1,ff25088b,53,93
4,1,10,1,4,-1,47154162,53,93
1,1,10,1,4,-1,cab04cc2,53,93
7,1,10,1,4,-1,d233090c,53,93
27,1,10,1,4,-1,ebd57f64,53,93
10,1,10,1,4,-1,ff25088b,53,93
12,1,10,1,5,-1,47154162,53,93
12,1,10,0,5,-1,47154162,53,93
4,1,10,2,5,-1,61bdabec,53,93
9,1,10,99,5,-1,61bdabec,53,93
13,1,10,0,5,-1,61bdabec,53,93
1,1,10,1,5,-1,cab04cc2,53,93
5,1,10,2,5,-1,cab04cc2,53,93
19,1,10,99,5,-1,cab04cc2,53,93
25,1,10,0,5,-1,cab04cc2,53,93
8,1,10,1,5,-1,d233090c,53,93
8,1,10,0,5,-1,d233090c,53,93
31,1,10,1,5,-1,ebd57f64,53,93
31,1,10,0,5,-1,ebd57f64,53,93
8,1,10,1,5,-1,ff25088b,53,93
2,1,10,99,5,-1,ff25088b,53,93
10,1,10,0,5,-1,ff25088b,53,93
2,1,10,1,7,-1,47154162,53,93
2,1,10,0,7,-1,47154162,53,93
1,1,10,99,7,-1,cab04cc2,53,93
1,1,10,0,7,-1,cab04cc2,53,93
2,1,10,1,7,-1,d233090c,53,93
2,1,10,0,7,-1,d233090c,53,93
6,1,10,1,7,-1,ebd57f64,53,93
6,1,10,0,7,-1,ebd57f64,53,93
1,1,10,1,7,-1,ff25088b,53,93
1,1,10,0,7,-1,ff25088b,53,93
12,1,10,1,8,-1,47154162,53,93
2,1,10,1,8,-1,d233090c,53,93
30,1,10,1,8,-1,ebd57f64,53,93
2,1,10,1,8,-1,ff25088b,53,93
4,1,10,2,9,-1,ebd57f64,53,93
13,1,11,1,0,-1,,53,93
12,1,11,2,0,-1,,53,93
1,1,11,3,0,-1,,53,93
20,1,11,99,0,-1,,53,93
46,1,11,0,0,-1,,53,93
17,1,13,1,0,-1,,53,93
1,1,13,99,0,-1,,53,93
18,1,13,0,0,-1,,53,93
9,1,15,1,0,-1,,53,93
2,1,15,2,0,-1,,53,93
11,1,15,0,0,-1,,53,93
91,1,14,1,0,-1,,53,93
42,1,14,2,0,-1,,53,93
144,1,14,99,0,-1,,53,93
276,1,14,0,0,-1,,53,93
2,1,11,1,1,-1,,53,93
1,1,13,1,1,-1,,53,93
4,1,14,1,1,-1,,53,93
2,1,14,1,2,-1,,53,93
1,1,11,1,3,-1,,53,93
1,1,11,0,3,-1,,53,93
12,1,13,1,3,-1,,53,93
12,1,13,0,3,-1,,53,93
2,1,15,1,3,-1,,53,93
2,1,15,0,3,-1,,53,93
58,1,14,1,3,-1,,53,93
4,1,14,2,3,-1,,53,93
61,1,14,0,3,-1,,53,93
10,1,11,1,4,-1,,53,93
4,1,13,1,4,-1,,53,93
7,1,15,1,4,-1,,53,93
28,1,14,1,4,-1,,53,93
8,1,11,1,5,-1,,53,93
4,1,11,2,5,-1,,53,93
11,1,11,99,5,-1,,53,93
23,1,11,0,5,-1,,53,93
12,1,13,1,5,-1,,53,93
12,1,13,0,5,-1,,53,93
8,1,15,1,5,-1,,53,93
8,1,15,0,5,-1,,53,93
32,1,14,1,5,-1,,53,93
5,1,14,2,5,-1,,53,93
19,1,14,99,5,-1,,53,93
56,1,14,0,5,-1,,53,93
6,1,11,1,6,-1,,53,93
4,1,11,2,6,-1,,53,93
10,1,11,0,6,-1,,53,93
1,1,11,1,7,-1,,53,93
1,1,11,0,7,-1,,53,93
2,1,13,1,7,-1,,53,93
2,1,13,0,7,-1,,53,93
2,1,15,1,7,-1,,53,93
2,1,15,0,7,-1,,53,93
6,1,14,1,7,-1,,53,93
1,1,14,99,7,-1,,53,93
7,1,14,0,7,-1,,53,93
2,1,11,1,8,-1,,53,93
12,1,13,1,8,-1,,53,93
2,1,15,1,8,-1,,53,93
30,1,14,1,8,-1,,53,93
4,1,14,2,9,-1,,53,93
30,1,16,1,0,-1,,53,93
12,1,16,2,0,-1,,53,93
1,1,16,3,0,-1,,53,93
21,1,16,99,0,-1,,53,93
64,1,16,0,0,-1,,53,93
3,1,16,1,1,-1,,53,93
13,1,16,1,3,-1,,53,93
13,1,16,0,3,-1,,53,93
14,1,16,1,4,-1,,53,93
20,1,16,1,5,-1,,53,93
4,1,16,2,5,-1,,53,93
11,1,16,99,5,-1,,53,93
35,1,16,0,5,-1,,53,93
6,1,16,1,6,-1,,53,93
4,1,16,2,6,-1,,53,93
10,1,16,0,6,-1,,53,93
3,1,16,1,7,-1,,53,93
3,1,16,0,7,-1,,53,93
14,1,16,1,8,-1,,53,93
17,1,10,1,0,-1,47154162,54,93
1,1,10,99,0,-1,47154162,54,93
18,1,10,0,0,-1,47154162,54,93
3,1,10,2,0,-1,61bdabec,54,93
7,1,10,99,0,-1,61bdabec,54,93
10,1,10,0,0,-1,61bdabec,54,93
1,1,10,1,0,-1,cab04cc2,54,93
11,1,10,2,0,-1,cab04cc2,54,93
41,1,10,99,0,-1,cab04cc2,54,93
53,1,10,0,0,-1,cab04cc2,54,93
9,1,10,1,0,-1,d233090c,54,93
1,1,10,2,0,-1,d233090c,54,93
10,1,10,0,0,-1,d233090c,54,93
92,1,10,1,0,-1,ebd57f64,54,93
1,1,10,2,0,-1,ebd57f64,54,93
93,1,10,0,0,-1,ebd57f64,54,93
13,1,10,1,0,-1,ff25088b,54,93
1,1,10,3,0,-1,ff25088b,54,93
3,1,10,99,0,-1,ff25088b,54,93
17,1,10,0,0,-1,ff25088b,54,93
1,1,10,1,1,-1,47154162,54,93
4,1,10,1,1,-1,ebd57f64,54,93
2,1,10,1,1,-1,ff25088b,54,93
2,1,10,1,2,-1,ebd57f64,54,93
12,1,10,1,3,-1,47154162,54,93
12,1,10,0,3,-1,47154162,54,93
2,1,10,1,3,-1,d233090c,54,93
2,1,10,0,3,-1,d233090c,54,93
60,1,10,1,3,-1,ebd57f64,54,93
1,1,10,2,3,-1,ebd57f64,54,93
61,1,10,0,3,-1,ebd57f64,54,93
1,1,10,1,3,-1,ff25088b,54,93
1,1,10,0,3,-1,ff25088b,54,93
4,1,10,1,4,-1,47154162,54,93
1,1,10,1,4,-1,cab04cc2,54,93
7,1,10,1,4,-1,d233090c,54,93
27,1,10,1,4,-1,ebd57f64,54,93
10,1,10,1,4,-1,ff25088b,54,93
12,1,10,1,5,-1,47154162,54,93
12,1,10,0,5,-1,47154162,54,93
1,1,10,2,5,-1,61bdabec,54,93
4,1,10,99,5,-1,61bdabec,54,93
5,1,10,0,5,-1,61bdabec,54,93
1,1,10,1,5,-1,cab04cc2,54,93
2,1,10,2,5,-1,cab04cc2,54,93
6,1,10,99,5,-1,cab04cc2,54,93
9,1,10,0,5,-1,cab04cc2,54,93
8,1,10,1,5,-1,d233090c,54,93
8,1,10,0,5,-1,d233090c,54,93
32,1,10,1,5,-1,ebd57f64,54,93
32,1,10,0,5,-1,ebd57f64,54,93
8,1,10,1,5,-1,ff25088b,54,93
2,1,10,99,5,-1,ff25088b,54,93
10,1,10,0,5,-1,ff25088b,54,93
2,1,10,1,7,-1,47154162,54,93
2,1,10,0,7,-1,47154162,54,93
1,1,10,99,7,-1,cab04cc2,54,93
1,1,10,0,7,-1,cab04cc2,54,93
2,1,10,1,7,-1,d233090c,54,93
2,1,10,0,7,-1,d233090c,54,93
6,1,10,1,7,-1,ebd57f64,54,93
6,1,10,0,7,-1,ebd57f64,54,93
1,1,10,1,7,-1,ff25088b,54,93
1,1,10,0,7,-1,ff25088b,54,93
12,1,10,1,8,-1,47154162,54,93
2,1,10,1,8,-1,d233090c,54,93
31,1,10,1,8,-1,ebd57f64,54,93
2,1,10,1,8,-1,ff25088b,54,93
1,1,10,2,9,-1,ebd57f64,54,93
13,1,11,1,0,-1,,54,93
3,1,11,2,0,-1,,54,93
1,1,11,3,0,-1,,54,93
10,1,11,99,0,-1,,54,93
27,1,11,0,0,-1,,54,93
17,1,13,1,0,-1,,54,93
1,1,13,99,0,-1,,54,93
18,1,13,0,0,-1,,54,93
93,1,14,1,0,-1,,54,93
12,1,14,2,0,-1,,54,93
41,1,14,99,0,-1,,54,93
146,1,14,0,0,-1,,54,93
9,1,15,1,0,-1,,54,93
1,1,15,2,0,-1,,54,93
10,1,15,0,0,-1,,54,93
2,1,11,1,1,-1,,54,93
1,1,13,1,1,-1,,54,93
4,1,14,1,1,-1,,54,93
2,1,14,1,2,-1,,54,93
1,1,11,1,3,-1,,54,93
1,1,11,0,3,-1,,54,93
12,1,13,1,3,-1,,54,93
12,1,13,0,3,-1,,54,93
60,1,14,1,3,-1,,54,93
1,1,14,2,3,-1,,54,93
61,1,14,0,3,-1,,54,93
2,1,15,1,3,-1,,54,93
2,1,15,0,3,-1,,54,93
10,1,11,1,4,-1,,54,93
4,1,13,1,4,-1,,54,93
28,1,14,1,4,-1,,54,93
7,1,15,1,4,-1,,54,93
8,1,11,1,5,-1,,54,93
1,1,11,2,5,-1,,54,93
6,1,11,99,5,-1,,54,93
15,1,11,0,5,-1,,54,93
12,1,13,1,5,-1,,54,93
12,1,13,0,5,-1,,54,93
33,1,14,1,5,-1,,54,93
2,1,14,2,5,-1,,54,93
6,1,14,99,5,-1,,54,93
41,1,14,0,5,-1,,54,93
8,1,15,1,5,-1,,54,93
8,1,15,0,5,-1,,54,93
6,1,11,1,6,-1,,54,93
1,1,11,2,6,-1,,54,93
7,1,11,0,6,-1,,54,93
1,1,11,1,7,-1,,54,93
1,1,11,0,7,-1,,54,93
2,1,13,1,7,-1,,54,93
2,1,13,0,7,-1,,54,93
6,1,14,1,7,-1,,54,93
1,1,14,99,7,-1,,54,93
7,1,14,0,7,-1,,54,93
2,1,15,1,7,-1,,54,93
2,1,15,0,7,-1,,54,93
2,1,11,1,8,-1,,54,93
12,1,13,1,8,-1,,54,93
31,1,14,1,8,-1,,54,93
2,1,15,1,8,-1,,54,93
1,1,14,2,9,-1,,54,93
30,1,16,1,0,-1,,54,93
3,1,16,2,0,-1,,54,93
1,1,16,3,0,-1,,54,93
11,1,16,99,0,-1,,54,93
45,1,16,0,0,-1,,54,93
3,1,16,1,1,-1,,54,93
13,1,16,1,3,-1,,54,93
13,1,16,0,3,-1,,54,93
14,1,16,1,4,-1,,54,93
20,1,16,1,5,-1,,54,93
1,1,16,2,5,-1,,54,93
6,1,16,99,5,-1,,54,93
27,1,16,0,5,-1,,54,93
6,1,16,1,6,-1,,54,93
1,1,16,2,6,-1,,54,93
7,1,16,0,6,-1,,54,93
3,1,16,1,7,-1,,54,93
3,1,16,0,7,-1,,54,93
14,1,16,1,8,-1,,54,93
12,1,10,1,3,-1,47154162,55,93
12,1,10,0,3,-1,47154162,55,93
2,1,10,1,3,-1,d233090c,55,93
2,1,10,0,3,-1,d233090c,55,93
58,1,10,1,3,-1,ebd57f64,55,93
1,1,10,2,3,-1,ebd57f64,55,93
58,1,10,0,3,-1,ebd57f64,55,93
1,1,10,1,3,-1,ff25088b,55,93
1,1,10,0,3,-1,ff25088b,55,93
1,1,10,2,6,-1,61bdabec,55,93
4,1,10,99,6,-1,61bdabec,55,93
5,1,10,0,6,-1,61bdabec,55,93
6,1,10,1,6,-1,ff25088b,55,93
2,1,10,99,6,-1,ff25088b,55,93
8,1,10,0,6,-1,ff25088b,55,93
1,1,10,1,145,-1,47154162,55,93
4,1,10,1,145,-1,ebd57f64,55,93
2,1,10,1,145,-1,ff25088b,55,93
2,1,10,1,146,-1,ebd57f64,55,93
1,1,10,2,148,-1,ebd57f64,55,93
1,1,11,1,3,-1,,55,93
1,1,11,0,3,-1,,55,93
12,1,13,1,3,-1,,55,93
12,1,13,0,3,-1,,55,93
2,1,15,1,3,-1,,55,93
2,1,15,0,3,-1,,55,93
58,1,14,1,3,-1,,55,93
1,1,14,2,3,-1,,55,93
58,1,14,0,3,-1,,55,93
6,1,11,1,6,-1,,55,93
1,1,11,2,6,-1,,55,93
6,1,11,99,6,-1,,55,93
13,1,11,0,6,-1,,55,93
1,1,11,1,15,-1,,55,93
2,1,11,2,15,-1,,55,93
3,1,11,0,15,-1,,55,93
4,1,13,1,15,-1,,55,93
4,1,13,0,15,-1,,55,93
21,1,14,1,15,-1,,55,93
3,1,14,2,15,-1,,55,93
1,1,14,99,15,-1,,55,93
25,1,14,0,15,-1,,55,93
1,1,14,1,16,-1,,55,93
1,1,14,0,16,-1,,55,93
6,1,11,1,17,-1,,55,93
1,1,11,2,17,-1,,55,93
1,1,11,99,17,-1,,55,93
8,1,11,0,17,-1,,55,93
7,1,13,1,17,-1,,55,93
7,1,13,0,17,-1,,55,93
7,1,15,1,17,-1,,55,93
7,1,15,0,17,-1,,55,93
43,1,14,1,17,-1,,55,93
10,1,14,2,17,-1,,55,93
52,1,14,0,17,-1,,55,93
2,1,11,1,18,-1,,55,93
1,1,11,99,18,-1,,55,93
3,1,11,0,18,-1,,55,93
2,1,13,1,18,-1,,55,93
2,1,13,0,18,-1,,55,93
6,1,14,1,18,-1,,55,93
6,1,14,0,18,-1,,55,93
1,1,11,1,19,-1,,55,93
1,1,11,0,19,-1,,55,93
2,1,13,1,19,-1,,55,93
2,1,13,0,19,-1,,55,93
2,1,15,1,19,-1,,55,93
1,1,15,2,19,-1,,55,93
3,1,15,0,19,-1,,55,93
12,1,14,1,19,-1,,55,93
1,1,14,2,19,-1,,55,93
13,1,14,0,19,-1,,55,93
1,1,11,1,20,-1,,55,93
1,1,11,99,20,-1,,55,93
2,1,11,0,20,-1,,55,93
2,1,13,1,20,-1,,55,93
2,1,13,0,20,-1,,55,93
2,1,14,1,20,-1,,55,93
2,1,14,0,20,-1,,55,93
8,1,11,1,22,-1,,55,93
3,1,11,2,22,-1,,55,93
3,1,11,99,22,-1,,55,93
14,1,11,0,22,-1,,55,93
16,1,13,1,22,-1,,55,93
1,1,13,99,22,-1,,55,93
17,1,13,0,22,-1,,55,93
9,1,15,1,22,-1,,55,93
1,1,15,2,22,-1,,55,93
10,1,15,0,22,-1,,55,93
85,1,14,1,22,-1,,55,93
14,1,14,2,22,-1,,55,93
1,1,14,99,22,-1,,55,93
99,1,14,0,22,-1,,55,93
4,1,11,1,23,-1,,55,93
4,1,11,0,23,-1,,55,93
5,1,14,1,23,-1,,55,93
5,1,14,0,23,-1,,55,93
3,1,14,2,24,-1,,55,93
5,1,14,99,24,-1,,55,93
8,1,14,0,24,-1,,55,93
2,1,14,99,25,-1,,55,93
2,1,14,0,25,-1,,55,93
4,1,14,2,26,-1,,55,93
5,1,14,99,26,-1,,55,93
9,1,14,0,26,-1,,55,93
5,1,11,2,27,-1,,55,93
1,1,11,3,27,-1,,55,93
1,1,11,99,27,-1,,55,93
7,1,11,0,27,-1,,55,93
1,1,15,2,27,-1,,55,93
1,1,15,0,27,-1,,55,93
19,1,14,2,27,-1,,55,93
17,1,14,99,27,-1,,55,93
36,1,14,0,27,-1,,55,93
2,1,11,1,28,-1,,55,93
2,1,11,0,28,-1,,55,93
1,1,13,1,28,-1,,55,93
1,1,13,0,28,-1,,55,93
4,1,14,1,28,-1,,55,93
1,1,14,2,28,-1,,55,93
5,1,14,0,28,-1,,55,93
2,1,14,1,29,-1,,55,93
1,1,14,2,29,-1,,55,93
2,1,14,0,29,-1,,55,93
2,1,11,1,30,-1,,55,93
2,1,11,2,30,-1,,55,93
4,1,11,0,30,-1,,55,93
2,1,15,1,30,-1,,55,93
2,1,15,0,30,-1,,55,93
13,1,14,1,30,-1,,55,93
5,1,14,2,30,-1,,55,93
1,1,14,99,30,-1,,55,93
19,1,14,0,30,-1,,55,93
3,1,11,1,31,-1,,55,93
1,1,11,2,31,-1,,55,93
4,1,11,0,31,-1,,55,93
1,1,13,1,31,-1,,55,93
1,1,13,0,31,-1,,55,93
4,1,15,1,31,-1,,55,93
1,1,15,2,31,-1,,55,93
5,1,15,0,31,-1,,55,93
17,1,14,1,31,-1,,55,93
6,1,14,2,31,-1,,55,93
23,1,14,0,31,-1,,55,93
4,1,11,1,32,-1,,55,93
4,1,11,0,32,-1,,55,93
3,1,13,1,32,-1,,55,93
3,1,13,0,32,-1,,55,93
1,1,15,1,32,-1,,55,93
1,1,15,0,32,-1,,55,93
25,1,14,1,32,-1,,55,93
1,1,14,2,32,-1,,55,93
26,1,14,0,32,-1,,55,93
1,1,11,1,33,-1,,55,93
1,1,11,0,33,-1,,55,93
8,1,13,1,33,-1,,55,93
8,1,13,0,33,-1,,55,93
2,1,15,1,33,-1,,55,93
2,1,15,0,33,-1,,55,93
20,1,14,1,33,-1,,55,93
20,1,14,0,33,-1,,55,93
1,1,11,1,34,-1,,55,93
1,1,11,0,34,-1,,55,93
4,1,13,1,34,-1,,55,93
4,1,13,0,34,-1,,55,93
10,1,14,1,34,-1,,55,93
10,1,14,0,34,-1,,55,93
3,1,11,1,35,-1,,55,93
3,1,11,2,35,-1,,55,93
1,1,11,3,35,-1,,55,93
3,1,11,99,35,-1,,55,93
10,1,11,0,35,-1,,55,93
8,1,13,1,35,-1,,55,93
1,1,13,99,35,-1,,55,93
9,1,13,0,35,-1,,55,93
4,1,15,1,35,-1,,55,93
1,1,15,2,35,-1,,55,93
5,1,15,0,35,-1,,55,93
38,1,14,1,35,-1,,55,93
11,1,14,2,35,-1,,55,93
1,1,14,99,35,-1,,55,93
50,1,14,0,35,-1,,55,93
7,1,11,1,36,-1,,55,93
7,1,11,0,36,-1,,55,93
8,1,13,1,36,-1,,55,93
8,1,13,0,36,-1,,55,93
4,1,15,1,36,-1,,55,93
4,1,15,0,36,-1,,55,93
38,1,14,1,36,-1,,55,93
3,1,14,2,36,-1,,55,93
40,1,14,0,36,-1,,55,93
2,1,11,1,37,-1,,55,93
2,1,11,0,37,-1,,55,93
1,1,15,1,37,-1,,55,93
1,1,15,0,37,-1,,55,93
12,1,14,1,37,-1,,55,93
12,1,14,0,37,-1,,55,93
1,1,11,1,38,-1,,55,93
1,1,11,0,38,-1,,55,93
1,1,13,1,38,-1,,55,93
1,1,13,0,38,-1,,55,93
3,1,14,1,38,-1,,55,93
3,1,14,0,38,-1,,55,93
6,1,13,1,97,-1,,55,93
6,1,13,0,97,-1,,55,93
1,1,15,1,97,-1,,55,93
1,1,15,0,97,-1,,55,93
23,1,14,1,97,-1,,55,93
23,1,14,0,97,-1,,55,93
5,1,13,1,98,-1,,55,93
5,1,13,0,98,-1,,55,93
1,1,15,1,98,-1,,55,93
1,1,15,0,98,-1,,55,93
26,1,14,1,98,-1,,55,93
1,1,14,2,98,-1,,55,93
26,1,14,0,98,-1,,55,93
1,1,11,1,99,-1,,55,93
1,1,11,0,99,-1,,55,93
7,1,14,1,99,-1,,55,93
7,1,14,0,99,-1,,55,93
1,1,13,1,100,-1,,55,93
1,1,13,0,100,-1,,55,93
2,1,14,1,100,-1,,55,93
2,1,14,0,100,-1,,55,93
2,1,13,1,101,-1,,55,93
2,1,13,0,101,-1,,55,93
14,1,14,1,101,-1,,55,93
14,1,14,0,101,-1,,55,93
7,1,13,1,103,-1,,55,93
7,1,13,0,103,-1,,55,93
1,1,15,1,103,-1,,55,93
1,1,15,0,103,-1,,55,93
29,1,14,1,103,-1,,55,93
1,1,14,2,103,-1,,55,93
29,1,14,0,103,-1,,55,93
2,1,13,1,104,-1,,55,93
2,1,13,0,104,-1,,55,93
3,1,14,1,104,-1,,55,93
3,1,14,0,104,-1,,55,93
1,1,13,1,105,-1,,55,93
1,1,13,0,105,-1,,55,93
1,1,15,1,105,-1,,55,93
1,1,15,0,105,-1,,55,93
8,1,14,1,105,-1,,55,93
8,1,14,0,105,-1,,55,93
1,1,14,1,106,-1,,55,93
1,1,14,0,106,-1,,55,93
11,1,13,1,108,-1,,55,93
11,1,13,0,108,-1,,55,93
2,1,15,1,108,-1,,55,93
2,1,15,0,108,-1,,55,93
55,1,14,1,108,-1,,55,93
1,1,14,2,108,-1,,55,93
55,1,14,0,108,-1,,55,93
1,1,11,1,109,-1,,55,93
1,1,11,0,109,-1,,55,93
3,1,14,1,109,-1,,55,93
3,1,14,0,109,-1,,55,93
9,1,13,1,111,-1,,55,93
9,1,13,0,111,-1,,55,93
2,1,15,1,111,-1,,55,93
2,1,15,0,111,-1,,55,93
18,1,14,1,111,-1,,55,93
18,1,14,0,111,-1,,55,93
1,1,13,1,112,-1,,55,93
1,1,13,0,112,-1,,55,93
2,1,14,1,112,-1,,55,93
2,1,14,0,112,-1,,55,93
1,1,14,2,113,-1,,55,93
1,1,14,2,114,-1,,55,93
2,1,14,2,119,-1,,55,93
2,1,14,2,124,-1,,55,93
2,1,11,1,145,-1,,55,93
1,1,13,1,145,-1,,55,93
4,1,14,1,145,-1,,55,93
2,1,14,1,146,-1,,55,93
1,1,14,2,148,-1,,55,93
13,1,16,1,3,-1,,55,93
13,1,16,0,3,-1,,55,93
6,1,16,1,6,-1,,55,93
1,1,16,2,6,-1,,55,93
6,1,16,99,6,-1,,55,93
13,1,16,0,6,-1,,55,93
5,1,16,1,15,-1,,55,93
2,1,16,2,15,-1,,55,93
7,1,16,0,15,-1,,55,93
13,1,16,1,17,-1,,55,93
1,1,16,2,17,-1,,55,93
1,1,16,99,17,-1,,55,93
15,1,16,0,17,-1,,55,93
4,1,16,1,18,-1,,55,93
1,1,16,99,18,-1,,55,93
5,1,16,0,18,-1,,55,93
3,1,16,1,19,-1,,55,93
3,1,16,0,19,-1,,55,93
3,1,16,1,20,-1,,55,93
1,1,16,99,20,-1,,55,93
4,1,16,0,20,-1,,55,93
24,1,16,1,22,-1,,55,93
3,1,16,2,22,-1,,55,93
4,1,16,99,22,-1,,55,93
31,1,16,0,22,-1,,55,93
4,1,16,1,23,-1,,55,93
4,1,16,0,23,-1,,55,93
5,1,16,2,27,-1,,55,93
1,1,16,3,27,-1,,55,93
1,1,16,99,27,-1,,55,93
7,1,16,0,27,-1,,55,93
3,1,16,1,28,-1,,55,93
3,1,16,0,28,-1,,55,93
2,1,16,1,30,-1,,55,93
2,1,16,2,30,-1,,55,93
4,1,16,0,30,-1,,55,93
4,1,16,1,31,-1,,55,93
1,1,16,2,31,-1,,55,93
5,1,16,0,31,-1,,55,93
7,1,16,1,32,-1,,55,93
7,1,16,0,32,-1,,55,93
9,1,16,1,33,-1,,55,93
9,1,16,0,33,-1,,55,93
5,1,16,1,34,-1,,55,93
5,1,16,0,34,-1,,55,93
11,1,16,1,35,-1,,55,93
3,1,16,2,35,-1,,55,93
1,1,16,3,35,-1,,55,93
4,1,16,99,35,-1,,55,93
19,1,16,0,35,-1,,55,93
15,1,16,1,36,-1,,55,93
15,1,16,0,36,-1,,55,93
2,1,16,1,37,-1,,55,93
2,1,16,0,37,-1,,55,93
2,1,16,1,38,-1,,55,93
2,1,16,0,38,-1,,55,93
6,1,16,1,97,-1,,55,93
6,1,16,0,97,-1,,55,93
5,1,16,1,98,-1,,55,93
5,1,16,0,98,-1,,55,93
1,1,16,1,99,-1,,55,93
1,1,16,0,99,-1,,55,93
1,1,16,1,100,-1,,55,93
1,1,16,0,100,-1,,55,93
2,1,16,1,101,-1,,55,93
2,1,16,0,101,-1,,55,93
7,1,16,1,103,-1,,55,93
7,1,16,0,103,-1,,55,93
2,1,16,1,104,-1,,55,93
2,1,16,0,104,-1,,55,93
1,1,16,1,105,-1,,55,93
1,1,16,0,105,-1,,55,93
11,1,16,1,108,-1,,55,93
11,1,16,0,108,-1,,55,93
1,1,16,1,109,-1,,55,93
1,1,16,0,109,-1,,55,93
9,1,16,1,111,-1,,55,93
9,1,16,0,111,-1,,55,93
1,1,16,1,112,-1,,55,93
1,1,16,0,112,-1,,55,93
3,1,16,1,145,-1,,55,93
4,20,10,0,0,-1,4888a5e1,60,93
57,20,10,0,0,-1,4888a5e1,61,93
1,1,10,0,0,-1,ff25088b,62,93
