FunderID,ProjectID,Funder,OtherFunder,GrantID,StartDate,EndDate,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
"466a38db-b07e-4ea0-9fc2-ea517875a599","773fa99b-9fd5-475d-8443-e77af5031272",8,,,"yyyy-10-dd","yyyy-09-dd","yyyy-06-dd 02:mm:02","yyyy-06-dd 02:mm:02",,,12345
"884858b6-5c18-4d16-b6ed-02538f5f8255","60b3bdd0-47b5-4984-9406-1b46cdeb3cd6",3,,,"yyyy-10-dd","yyyy-09-dd","yyyy-06-dd 02:mm:02","yyyy-06-dd 02:mm:02",,,12345
"8ee69396-54ab-4177-b46b-71e56512a0eb","2d955398-3e16-415a-8e82-767e45e895f4",5,,,"yyyy-10-dd","yyyy-09-dd","yyyy-06-dd 02:mm:02","yyyy-06-dd 02:mm:02",,,12345
"a3f808ad-35e9-4826-8e80-b97bc973c411","1098c370-b5e2-4c04-aa14-99d0668147e8",8,,,"yyyy-10-dd","yyyy-09-dd","yyyy-06-dd 02:mm:02","yyyy-06-dd 02:mm:02",,,12345
"aee7515a-b27d-490c-8c6e-3e29f91dc3be","339da772-a8b2-4c8c-a80b-ce38098b6959",2,,,"yyyy-10-dd","yyyy-09-dd","yyyy-06-dd 02:mm:02","yyyy-06-dd 02:mm:02",,,12345
"b5c93c26-307b-4e36-a132-dd7b38fdb45e","7a406cc1-100c-4437-88e1-f6dec73d28d4",8,,,"yyyy-10-dd","yyyy-09-dd","yyyy-06-dd 02:mm:02","yyyy-06-dd 02:mm:02",,,12345
"ce3faf5b-5e21-424c-aa0a-ff370b5b270d","2ff327bb-6ee9-40fc-a309-16f87d063a19",8,,,"yyyy-10-dd","yyyy-09-dd","yyyy-06-dd 02:mm:02","yyyy-06-dd 02:mm:02",,,12345
"f52abfbe-fad2-40f4-93f6-815ced6598b6","3c21b121-4ec6-457f-9a92-e887ff2aea88",3,,,"yyyy-10-dd","yyyy-09-dd","yyyy-06-dd 02:mm:02","yyyy-06-dd 02:mm:02",,,12345
